id_siniestro;fecha_ocurrencia;fecha_reporte;monto_pagado;monto_reserva;ramo;id_poliza
AUTI-SCZ0001123-2024;2024-06-15;2024-06-17;255.10;255.10;AUTOMOTORES;AUTI-SCZ0003555R1
AUTI-SCZ0001153-2023;2023-10-05;2023-10-05;219.50;219.50;AUTOMOTORES;AUTI-SCZ0005115
AUTI-SCZ0001131-2024;2024-06-18;2024-06-18;290.82;290.82;AUTOMOTORES;AUTI-SCZ0006882
AUTC-LPZ0002147-2024;2024-06-15;2024-06-15;90.01;90.01;AUTOMOTORES;AUTC-LPZ0000001
AUTI-SCZ0001219-2023;2023-10-12;2023-10-12;583.02;583.02;AUTOMOTORES;AUTI-SCZ0003101
AUTI-LPZ0000332-2024;2024-05-15;2024-05-15;371.61;371.61;AUTOMOTORES;AUTI-LPZ0002554
AUTG-SCZ0000108-2024;2024-04-26;2024-04-26;445.40;445.40;AUTOMOTORES;AUTG-SCZ0000073
AUTC-SCZ0000252-2024;2024-05-02;2024-05-02;73.83;73.83;AUTOMOTORES;AUTC-SCZ0000009
AUTG-LPZ0000102-2024;2024-05-07;2024-05-07;173.53;173.53;AUTOMOTORES;AUTG-LPZ0000109
AUTC-LPZ0001722-2024;2024-05-21;2024-05-21;696.28;696.28;AUTOMOTORES;AUTC-LPZ0000001
AUTI-SCZ0000820-2024;2024-05-01;2024-05-01;10.85;10.85;AUTOMOTORES;AUTI-SCZ0004768
AUTI-LPZ0000444-2024;2024-06-16;2024-06-16;74.83;74.83;AUTOMOTORES;AUTI-LPZ0002971
AUTC-LPZ0002217-2024;2024-06-20;2024-06-20;152.38;152.38;AUTOMOTORES;AUTC-LPZ0000001
AUTI-SCZ0000923-2024;2024-05-02;2024-05-02;82.79;82.79;AUTOMOTORES;AUTI-SCZ0000746R1
AUTI-SCZ0001156-2024;2024-06-23;2024-06-23;1338.33;1338.33;AUTOMOTORES;AUTI-SCZ0002144R1
AUTI-LPZ0000423-2024;2024-06-09;2024-06-09;379.56;379.56;AUTOMOTORES;AUTI-LPZ0003118
AUTI-SCZ0001158-2024;2024-06-20;2024-06-24;142.62;142.62;AUTOMOTORES;AUTI-SCZ0001555R1
AUTC-LPZ0001942-2024;2024-06-04;2024-06-04;152.20;152.20;AUTOMOTORES;AUTC-LPZ0000001
AUTI-SCZ0001129-2024;2024-06-18;2024-06-18;52.06;52.06;AUTOMOTORES;AUTI-SCZ0004859R1
AUTC-LPZ0002147-2024;2024-06-15;2024-06-15;933.25;933.25;AUTOMOTORES;AUTC-LPZ0000001
AUTC-LPZ0001845-2024;2024-05-26;2024-05-27;79.53;79.53;AUTOMOTORES;AUTC-LPZ0000003
AUTC-LPZ0001204-2024;2024-04-04;2024-04-04;3425.62;3425.62;AUTOMOTORES;AUTC-LPZ0000003
AUTI-SCZ0001213-2024;2024-06-28;2024-07-01;791.37;791.37;AUTOMOTORES;AUTI-SCZ0008248
AUTI-SCZ0001053-2024;2024-06-06;2024-06-06;106.53;106.53;AUTOMOTORES;AUTI-SCZ0005254
AUTC-LPZ0001291-2024;2024-02-29;2024-02-29;177.55;177.55;AUTOMOTORES;AUTC-LPZ0000003
AUTC-LPZ0001806-2024;2024-05-04;2024-05-05;627.55;627.55;AUTOMOTORES;AUTC-LPZ0000003
AUTC-LPZ0001612-2024;2024-05-11;2024-05-13;525.95;525.95;AUTOMOTORES;AUTC-LPZ0000003
AUTI-LPZ0000424-2024;2024-04-03;2024-06-10;130.15;130.15;AUTOMOTORES;AUTI-LPZ0001904
AUTC-LPZ0002146-2024;2024-06-15;2024-06-15;255.95;255.95;AUTOMOTORES;AUTC-LPZ0000001
AUTC-LPZ0001806-2024;2024-05-04;2024-05-05;224.49;224.49;AUTOMOTORES;AUTC-LPZ0000003
AUTC-LPZ0002149-2024;2024-06-15;2024-06-15;140.45;140.45;AUTOMOTORES;AUTC-LPZ0000001
AUTI-SCZ0001321-2023;2023-10-26;2023-10-26;266.80;266.80;AUTOMOTORES;AUTI-SCZ0004704
AUTG-SCZ0000140-2024;2024-06-14;2024-06-17;460.62;460.62;AUTOMOTORES;AUTG-SCZ0000068
AUTG-SCZ0000145-2024;2024-06-14;2024-06-25;276.98;276.98;AUTOMOTORES;AUTG-SCZ0000068
AUTC-LPZ0001512-2024;2024-04-27;2024-04-27;660.64;660.64;AUTOMOTORES;AUTC-LPZ0000003
AUTI-SCZ0000775-2024;2024-04-24;2024-04-24;1623.32;1623.32;AUTOMOTORES;AUTI-SCZ0007461
AUTC-LPZ0000777-2024;2024-02-25;2024-03-05;87.69;87.69;AUTOMOTORES;AUTC-LPZ0000015
AUTC-LPZ0002154-2024;2024-06-07;2024-06-07;218.79;218.79;AUTOMOTORES;AUTC-LPZ0000003
AUTC-LPZ0002195-2024;2024-06-16;2024-06-16;462.33;462.33;AUTOMOTORES;AUTC-LPZ0000003
AUTC-LPZ0000582-2024;2024-02-18;2024-02-18;102.58;102.58;AUTOMOTORES;AUTC-LPZ0000003
AUTI-SCZ0000950-2024;2024-05-21;2024-05-21;12.24;12.24;AUTOMOTORES;AUTI-SCZ0003673R1
AUTC-LPZ0002089-2024;2024-06-11;2024-06-11;180.29;180.29;AUTOMOTORES;AUTC-LPZ0000001
AUTI-SCZ0001132-2024;2024-06-18;2024-06-18;418.36;418.36;AUTOMOTORES;AUTI-SCZ0007657
AUTG-SCZ0000136-2023;2023-10-11;2023-10-11;329.74;329.74;AUTOMOTORES;AUTG-SCZ0000099
AUTI-SCZ0001397-2023;2023-11-08;2023-11-08;191.84;191.84;AUTOMOTORES;AUTI-SCZ0006496
AUTG-SCZ0000178-2023;2023-11-15;2023-11-15;217.20;217.20;AUTOMOTORES;AUTG-SCZ0000080
AUTI-SCZ0001451-2023;2023-11-16;2023-11-16;743.44;743.44;AUTOMOTORES;AUTI-SCZ0003682
AUTC-LPZ0001878-2023;2023-11-02;2023-11-02;1380.03;1380.03;AUTOMOTORES;AUTC-LPZ0000003
AUTI-SCZ0001013-2023;2023-07-24;2023-07-24;233.24;233.24;AUTOMOTORES;AUTI-SCZ0004174
AUTC-LPZ0001450-2023;2023-10-17;2023-10-17;306.12;306.12;AUTOMOTORES;AUTC-LPZ0000003
AUTI-SCZ0001345-2023;2023-11-01;2023-11-01;319.24;319.24;AUTOMOTORES;AUTI-SCZ0003761
AUTC-LPZ0001943-2023;2023-11-22;2023-11-23;142.13;142.13;AUTOMOTORES;AUTC-LPZ0000003
AUTI-LPZ0000579-2023;2023-12-01;2023-12-04;235.01;235.01;AUTOMOTORES;AUTI-LPZ0001691
AUTC-LPZ0001806-2023;2023-11-24;2023-11-24;431.70;431.70;AUTOMOTORES;AUTC-LPZ0000001
AUTC-LPZ0004017-2024;2024-11-10;2024-11-10;194.02;194.02;AUTOMOTORES;AUTC-LPZ0000003
AUTC-LPZ0004017-2024;2024-11-10;2024-11-10;397.23;397.23;AUTOMOTORES;AUTC-LPZ0000003
AUTC-LPZ0002163-2023;2023-12-21;2023-12-21;670.69;670.69;AUTOMOTORES;AUTC-LPZ0000001
AUTI-SCZ0002151-2024;2024-12-09;2024-12-12;177.55;177.55;AUTOMOTORES;AUTI-SCZ0007645
AUTI-SCZ0002175-2024;2024-12-16;2024-12-18;343.94;343.94;AUTOMOTORES;AUTI-SCZ0007542
AUTI-SCZ0002145-2024;2024-12-12;2024-12-12;887.76;887.76;AUTOMOTORES;AUTI-SCZ0007491
AUTI-SCZ0002144-2024;2024-12-11;2024-12-11;4200.22;4200.22;AUTOMOTORES;AUTI-SCZ0008520
AUTI-SCZ0001805-2024;2024-10-12;2024-10-12;604.96;604.96;AUTOMOTORES;AUTI-SCZ0008796
AUTG-SCZ0000249-2024;2024-10-08;2024-10-08;270.12;270.12;AUTOMOTORES;AUTG-SCZ0000179
AUTC-LPZ0004064-2024;2024-11-12;2024-11-12;308.43;308.43;AUTOMOTORES;AUTC-LPZ0000003
AUTG-SCZ0000270-2024;2024-10-30;2024-10-30;760.93;760.93;AUTOMOTORES;AUTG-SCZ0000218
AUTC-LPZ0002813-2024;2024-08-08;2024-08-09;234.37;234.37;AUTOMOTORES;AUTC-LPZ0000001
AUTI-CBB0000065-2024;2024-11-30;2024-11-30;522.74;522.74;AUTOMOTORES;AUTI-CBB0000371
AUTI-SCZ0002093-2024;2024-12-01;2024-12-01;268.86;268.86;AUTOMOTORES;AUTI-SCZ0007080
AUTC-LPZ0002987-2024;2024-08-20;2024-08-20;146.10;146.10;AUTOMOTORES;AUTC-LPZ0000003
AUTC-LPZ0004406-2024;2024-12-10;2024-12-10;454.09;454.09;AUTOMOTORES;AUTC-LPZ0000001
AUTC-SCZ0000584-2024;2024-11-30;2024-11-30;1460.59;1460.59;AUTOMOTORES;AUTC-SCZ0000009
AUTG-LPZ0000329-2024;2024-12-16;2024-12-16;230.09;230.09;AUTOMOTORES;AUTG-LPZ0000178
AUTC-LPZ0003955-2024;2024-11-03;2024-11-03;356.27;356.27;AUTOMOTORES;AUTC-LPZ0000002
AUTC-LPZ0004488-2024;2024-12-18;2024-12-18;627.56;627.56;AUTOMOTORES;AUTC-LPZ0000001
AUTG-LPZ0000313-2024;2024-12-05;2024-12-06;583.09;583.09;AUTOMOTORES;AUTG-LPZ0000099
AUTG-LPZ0000282-2024;2024-10-29;2024-11-11;904.75;904.75;AUTOMOTORES;AUTG-LPZ0000109
AUTG-SCZ0000214-2024;2024-08-25;2024-08-25;765.31;765.31;AUTOMOTORES;AUTG-SCZ0000131
AUTC-LPZ0004215-2024;2024-11-25;2024-11-25;360.06;360.06;AUTOMOTORES;AUTC-LPZ0000030
AUTC-SCZ0000572-2024;2024-11-22;2024-11-22;424.20;424.20;AUTOMOTORES;AUTC-SCZ0000001
AUTI-LPZ0000845-2024;2024-12-14;2024-12-16;86.01;86.01;AUTOMOTORES;AUTI-LPZ0001461R1
AUTK-SCZ0000368-2024;2024-09-29;2024-09-29;145.77;145.77;AUTOMOTORES;AUTK-SCZ0000610
AUTC-LPZ0004208-2024;2024-11-24;2024-11-24;326.69;326.69;AUTOMOTORES;AUTC-LPZ0000001
AUTC-SCZ0000540-2024;2024-11-02;2024-11-04;1020.41;1020.41;AUTOMOTORES;AUTC-SCZ0000009
AUTI-SCZ0002142-2024;2024-12-07;2024-12-12;2324.71;2324.71;AUTOMOTORES;AUTI-SCZ0007085R1
AUTG-LPZ0000184-2023;2023-09-21;2023-09-21;20000.00;20000.00;AUTOMOTORES;AUTG-LPZ0000019
AUTI-SCZ0002142-2024;2024-12-07;2024-12-12;147.96;147.96;AUTOMOTORES;AUTI-SCZ0007085R1
AUTI-SCZ0002148-2024;2024-12-07;2024-12-07;408.16;408.16;AUTOMOTORES;AUTI-SCZ0009190
AUTC-LPZ0000060-2023;2023-01-22;2023-01-22;497.70;497.70;AUTOMOTORES;AUTC-LPZ0000003
AUTI-LPZ0000232-2022;2022-11-10;2022-11-10;1368.39;1368.39;AUTOMOTORES;AUTI-LPZ0000932
AUTC-LPZ0000275-2022;2022-12-25;2022-12-25;273.94;82.18;AUTOMOTORES;AUTC-LPZ0000001
AUTI-SCZ0000160-2022;2022-08-10;2022-08-10;7456.59;2236.98;AUTOMOTORES;AUTI-SCZ0001239
AUTC-LPZ0000029-2023;2023-01-09;2023-01-10;359.98;359.98;AUTOMOTORES;AUTC-LPZ0000001
AUTI-SCZ0000076-2023;2023-01-27;2023-01-27;6.64;6.64;AUTOMOTORES;AUTI-SCZ0002979
AUTC-LPZ0000065-2023;2023-01-26;2023-01-26;70.31;21.09;AUTOMOTORES;AUTC-LPZ0000001
AUTC-LPZ0000031-2023;2023-01-09;2023-01-11;160.71;48.21;AUTOMOTORES;AUTC-LPZ0000001
AUTI-SCZ0000240-2022;2022-09-15;2022-09-15;1116.98;335.09;AUTOMOTORES;AUTI-SCZ0000110
AUTI-SCZ0000261-2022;2022-10-02;2022-10-02;233.27;69.98;AUTOMOTORES;AUTI-SCZ0000010
AUTI-SCZ0000261-2022;2022-10-02;2022-10-02;84.49;25.35;AUTOMOTORES;AUTI-SCZ0000010
AUTC-LPZ0000140-2022;2022-10-10;2022-10-12;160.30;48.09;AUTOMOTORES;AUTC-LPZ0000001
AUTK-SCZ0000169-2024;2024-05-19;2024-05-23;582.77;582.77;AUTOMOTORES;AUTK-SCZ0000520
AUTC-LPZ0001319-2023;2023-10-05;2023-10-05;1821.92;1821.92;AUTOMOTORES;AUTC-LPZ0000003
AUTI-SCZ0000903-2024;2024-05-13;2024-05-14;110.79;110.79;AUTOMOTORES;AUTI-SCZ0004252R1
AUTC-LPZ0001283-2024;2024-04-14;2024-04-14;875.36;875.36;AUTOMOTORES;AUTC-LPZ0000003
AUTC-SCZ0000187-2024;2024-01-29;2024-01-29;131.20;131.20;AUTOMOTORES;AUTC-SCZ0000005
AUTC-SCZ0000060-2024;2024-01-29;2024-01-29;481.62;481.62;AUTOMOTORES;AUTC-SCZ0000005
AUTC-SCZ0000177-2024;2024-01-29;2024-01-29;443.18;443.18;AUTOMOTORES;AUTC-SCZ0000005
AUTC-LPZ0001492-2024;2024-05-02;2024-05-02;406.42;406.42;AUTOMOTORES;AUTC-LPZ0000001
AUTC-LPZ0001238-2024;2024-04-10;2024-04-10;214.56;214.56;AUTOMOTORES;AUTC-LPZ0000014
AUTC-LPZ0001779-2024;2024-05-23;2024-05-23;249.27;249.27;AUTOMOTORES;AUTC-LPZ0000005
AUTI-SCZ0002055-2024;2024-11-26;2024-11-26;101.46;101.46;AUTOMOTORES;AUTI-SCZ0003179R1
AUTC-LPZ0003594-2024;2024-10-08;2024-10-09;515.16;515.16;AUTOMOTORES;AUTC-LPZ0000030
AUTC-LPZ0003602-2024;2024-10-04;2024-10-07;212.05;212.05;AUTOMOTORES;AUTC-LPZ0000014
AUTI-SCZ0001715-2024;2024-09-30;2024-09-30;424.09;424.09;AUTOMOTORES;AUTI-SCZ0006984
AUTI-SCZ0001954-2024;2024-11-07;2024-11-07;51.02;51.02;AUTOMOTORES;AUTI-SCZ0004572R1
AUTI-SCZ0001954-2024;2024-11-07;2024-11-07;327.71;327.71;AUTOMOTORES;AUTI-SCZ0004572R1
AUTI-SCZ0001957-2024;2024-11-04;2024-11-04;412.24;412.24;AUTOMOTORES;AUTI-SCZ0003230R1
AUTI-SCZ0001389-2024;2024-07-31;2024-07-31;366.26;366.26;AUTOMOTORES;AUTI-SCZ0005978
AUTI-SCZ0001389-2024;2024-07-31;2024-07-31;255.10;255.10;AUTOMOTORES;AUTI-SCZ0005978
AUTC-SCZ0000558-2024;2024-11-12;2024-11-12;157.43;157.43;AUTOMOTORES;AUTC-SCZ0000001
AUTC-LPZ0003818-2024;2024-10-25;2024-10-25;71.43;71.43;AUTOMOTORES;AUTC-LPZ0000003
AUTC-LPZ0001977-2023;2023-11-18;2023-11-18;71.43;71.43;AUTOMOTORES;AUTC-LPZ0000003
AUTC-LPZ0000737-2024;2024-03-04;2024-03-04;157.48;157.48;AUTOMOTORES;AUTC-LPZ0000003
AUTI-SCZ0001991-2024;2024-11-12;2024-11-12;348.60;348.60;AUTOMOTORES;AUTI-SCZ0002454R1
AUTI-SCZ0002052-2024;2024-11-23;2024-11-23;979.18;979.18;AUTOMOTORES;AUTI-SCZ0000877R2
AUTC-LPZ0003994-2024;2024-11-08;2024-11-08;144.04;144.04;AUTOMOTORES;AUTC-LPZ0000001
AUTI-SCZ0000786-2024;2024-04-11;2024-04-18;502.19;502.19;AUTOMOTORES;AUTI-SCZ0001505R1
AUTC-LPZ0003380-2024;2024-09-21;2024-09-21;124.67;124.67;AUTOMOTORES;AUTC-LPZ0000003
AUTI-SCZ0001862-2024;2024-10-19;2024-10-19;41.42;41.42;AUTOMOTORES;AUTI-SCZ0008810
AUTC-LPZ0003838-2024;2024-10-28;2024-10-28;111.83;111.83;AUTOMOTORES;AUTC-LPZ0000001
AUTI-LPZ0000542-2024;2024-07-27;2024-07-27;497.67;497.67;AUTOMOTORES;AUTI-LPZ0002298
AUTC-LPZ0001309-2024;2024-04-01;2024-04-09;333.82;333.82;AUTOMOTORES;AUTC-LPZ0000003
AUTK-SCZ0000043-2024;2024-02-15;2024-02-15;154.77;154.77;AUTOMOTORES;AUTK-SCZ0000134
AUTC-LPZ0004010-2024;2024-11-08;2024-11-08;1285.62;1285.62;AUTOMOTORES;AUTC-LPZ0000003
AUTI-SCZ0001340-2024;2024-07-23;2024-07-23;8.79;8.79;AUTOMOTORES;AUTI-SCZ0000699R2
AUTC-LPZ0003708-2024;2024-10-16;2024-10-16;155.13;155.13;AUTOMOTORES;AUTC-LPZ0000003
AUTC-LPZ0003969-2024;2024-10-31;2024-10-31;289.45;289.45;AUTOMOTORES;AUTC-LPZ0000003
AUTC-LPZ0004059-2024;2024-11-12;2024-11-12;1192.05;1192.05;AUTOMOTORES;AUTC-LPZ0000003
AUTC-LPZ0004032-2024;2024-11-10;2024-11-10;322.16;322.16;AUTOMOTORES;AUTC-LPZ0000001
AUTI-SCZ0001935-2024;2024-11-04;2024-11-04;306.40;306.40;AUTOMOTORES;AUTI-SCZ0008779
AUTI-SCZ0001844-2024;2024-10-21;2024-10-21;410.90;410.90;AUTOMOTORES;AUTI-SCZ0007675
AUTC-SCZ0000564-2024;2024-11-15;2024-11-15;714.29;714.29;AUTOMOTORES;AUTC-SCZ0000001
AUTI-SCZ0001747-2024;2024-10-01;2024-10-01;996.31;996.31;AUTOMOTORES;AUTI-SCZ0002590R1
AUTI-SCZ0001956-2024;2024-11-07;2024-11-08;428.15;428.15;AUTOMOTORES;AUTI-SCZ0004404R1
AUTC-SCZ0000564-2024;2024-11-15;2024-11-15;145.77;145.77;AUTOMOTORES;AUTC-SCZ0000001
AUTI-SCZ0001819-2024;2024-10-16;2024-10-16;685.85;685.85;AUTOMOTORES;AUTI-SCZ0007752
AUTI-SCZ0001747-2024;2024-10-01;2024-10-01;46.65;46.65;AUTOMOTORES;AUTI-SCZ0002590R1
AUTI-SCZ0001747-2024;2024-10-01;2024-10-01;151.84;151.84;AUTOMOTORES;AUTI-SCZ0002590R1
AUTI-SCZ0001488-2024;2024-08-17;2024-08-17;304.37;304.37;AUTOMOTORES;AUTI-SCZ0006803
AUTI-SCZ0000957-2023;2023-08-18;2023-08-18;525.55;525.55;AUTOMOTORES;AUTI-SCZ0005366
AUTI-SCZ0001722-2024;2024-09-29;2024-09-29;148.69;148.69;AUTOMOTORES;AUTI-SCZ0008851
AUTI-SCZ0001722-2024;2024-09-29;2024-09-29;821.81;821.81;AUTOMOTORES;AUTI-SCZ0008851
AUTI-SCZ0001983-2024;2024-11-10;2024-11-10;653.06;653.06;AUTOMOTORES;AUTI-SCZ0006854
AUTC-LPZ0000883-2023;2023-08-06;2023-08-06;327.71;98.31;AUTOMOTORES;AUTC-LPZ0000003
AUTC-LPZ0000976-2023;2023-08-18;2023-08-18;905.25;905.25;AUTOMOTORES;AUTC-LPZ0000003
AUTC-LPZ0000994-2023;2023-08-17;2023-08-17;357.14;107.14;AUTOMOTORES;AUTC-LPZ0000003
AUTI-SCZ0000951-2023;2023-09-02;2023-09-02;4824.73;4824.73;AUTOMOTORES;AUTI-SCZ0004281
AUTI-SCZ0000951-2023;2023-09-02;2023-09-02;633.98;633.98;AUTOMOTORES;AUTI-SCZ0004281
AUTC-LPZ0001031-2023;2023-08-02;2023-08-03;324.66;324.66;AUTOMOTORES;AUTC-LPZ0000001
AUTG-LPZ0000125-2023;2023-08-14;2023-08-16;575.80;575.80;AUTOMOTORES;AUTG-LPZ0000024
AUTI-SCZ0000875-2023;2023-07-31;2023-07-31;432.21;432.21;AUTOMOTORES;AUTI-SCZ0003729
AUTI-SCZ0000473-2023;2023-05-06;2023-05-06;248.57;248.57;AUTOMOTORES;AUTI-SCZ0003154
AUTI-SCZ0000845-2023;2023-08-03;2023-08-03;192.77;192.77;AUTOMOTORES;AUTI-SCZ0000400R1
AUTI-SCZ0000922-2023;2023-08-23;2023-08-23;826.88;826.88;AUTOMOTORES;AUTI-SCZ0002139
AUTI-SCZ0000958-2023;2023-09-07;2023-09-07;258.72;258.72;AUTOMOTORES;AUTI-SCZ0002773
AUTC-LPZ0000727-2023;2023-06-30;2023-06-30;197.84;197.84;AUTOMOTORES;AUTC-LPZ0000003
AUTC-LPZ0000914-2023;2023-07-26;2023-07-26;279.01;279.01;AUTOMOTORES;AUTC-LPZ0000003
AUTC-LPZ0002686-2024;2024-07-30;2024-07-30;64.05;64.05;AUTOMOTORES;AUTC-LPZ0000003
AUTC-LPZ0001311-2023;2023-09-13;2023-09-13;180.03;180.03;AUTOMOTORES;AUTC-LPZ0000003
AUTI-SCZ0001507-2024;2024-08-20;2024-08-20;39.80;39.80;AUTOMOTORES;AUTI-SCZ0002372R1
AUTI-SCZ0001443-2024;2024-08-10;2024-08-10;17.95;17.95;AUTOMOTORES;AUTI-SCZ0008004
AUTI-SCZ0001507-2024;2024-08-20;2024-08-20;356.12;356.12;AUTOMOTORES;AUTI-SCZ0002372R1
AUTK-SCZ0000251-2024;2024-08-16;2024-08-20;142.86;142.86;AUTOMOTORES;AUTK-SCZ0000459
AUTK-SCZ0000249-2024;2024-08-16;2024-08-20;202.62;202.62;AUTOMOTORES;AUTK-SCZ0000459
AUTC-LPZ0002647-2024;2024-07-25;2024-07-25;660.35;660.35;AUTOMOTORES;AUTC-LPZ0000025
AUTK-SCZ0000250-2024;2024-08-18;2024-08-20;71.43;71.43;AUTOMOTORES;AUTK-SCZ0000459
AUTK-SCZ0000233-2024;2024-08-03;2024-08-05;71.43;71.43;AUTOMOTORES;AUTK-SCZ0000361
AUTI-LPZ0000173-2022;2022-09-12;2022-09-14;246.36;73.91;AUTOMOTORES;AUTI-LPZ0000740
AUTC-SCZ0000045-2022;2022-09-16;2022-09-22;178.41;53.52;AUTOMOTORES;AUTC-SCZ0000005
AUTI-SCZ0001081-2023;2023-09-26;2023-09-26;233.24;233.24;AUTOMOTORES;AUTI-SCZ0006022
AUTI-SCZ0000919-2023;2023-08-26;2023-08-26;262.39;262.39;AUTOMOTORES;AUTI-SCZ0004194
AUTC-LPZ0001156-2023;2023-09-11;2023-09-11;638.82;638.82;AUTOMOTORES;AUTC-LPZ0000001
AUTI-SCZ0000053-2025;2025-01-10;2025-01-13;153.16;153.16;AUTOMOTORES;AUTI-SCZ0003627R1
AUTC-LPZ0000345-2025;2025-01-31;2025-01-31;10.36;10.36;AUTOMOTORES;AUTC-LPZ0000001
AUTC-LPZ0003251-2024;2024-09-11;2024-09-12;233.41;233.41;AUTOMOTORES;AUTC-LPZ0000025
AUTC-LPZ0000361-2025;2025-01-31;2025-02-01;305.40;305.40;AUTOMOTORES;AUTC-LPZ0000001
AUTC-LPZ0000055-2025;2024-12-03;2025-01-06;471.16;471.16;AUTOMOTORES;AUTC-LPZ0000003
AUTC-LPZ0000117-2025;2024-12-30;2025-01-07;489.27;489.27;AUTOMOTORES;AUTC-LPZ0000003
AUTC-LPZ0000272-2025;2025-01-24;2025-01-24;186.56;186.56;AUTOMOTORES;AUTC-LPZ0000040
AUTC-LPZ0000297-2025;2025-01-27;2025-01-28;102.04;102.04;AUTOMOTORES;AUTC-LPZ0000030
AUTC-LPZ0003736-2024;2024-10-17;2024-10-17;130.31;130.31;AUTOMOTORES;AUTC-LPZ0000015
AUTI-SCZ0000428-2024;2024-03-05;2024-03-05;76.17;76.17;AUTOMOTORES;AUTI-SCZ0004559
AUTG-SCZ0000243-2024;2024-10-01;2024-10-01;83.53;83.53;AUTOMOTORES;AUTG-SCZ0000116
AUTC-LPZ0003972-2024;2024-11-04;2024-11-04;218.51;218.51;AUTOMOTORES;AUTC-LPZ0000003
AUTI-LPZ0000020-2022;2022-03-14;2022-03-15;263.70;79.11;AUTOMOTORES;AUTI-LPZ0000149
AUTI-SCZ0000218-2023;2023-03-10;2023-03-11;214.58;214.58;AUTOMOTORES;AUTI-SCZ0002895
AUTI-SCZ0000187-2023;2023-02-25;2023-02-28;149.67;44.90;AUTOMOTORES;AUTI-SCZ0001396
AUTI-SCZ0000210-2023;2023-03-09;2023-03-09;200.89;60.27;AUTOMOTORES;AUTI-SCZ0000999
AUTC-LPZ0000131-2023;2023-02-09;2023-02-10;264.29;264.29;AUTOMOTORES;AUTC-LPZ0000001
AUTI-SCZ0000434-2022;2022-12-22;2022-12-22;276.97;83.09;AUTOMOTORES;AUTI-SCZ0000358
AUTC-LPZ0000275-2022;2022-12-25;2022-12-25;444.31;133.29;AUTOMOTORES;AUTC-LPZ0000001
AUTC-LPZ0000187-2023;2023-03-06;2023-03-06;255.67;255.67;AUTOMOTORES;AUTC-LPZ0000001
AUTC-LPZ0000149-2023;2023-02-18;2023-02-18;100.44;30.13;AUTOMOTORES;AUTC-LPZ0000003
AUTI-LPZ0000065-2023;2023-02-10;2023-02-10;532.65;159.80;AUTOMOTORES;AUTI-LPZ0000685
AUTI-SCZ0000104-2023;2023-02-01;2023-02-02;306.08;91.82;AUTOMOTORES;AUTI-SCZ0000485
AUTC-LPZ0000278-2022;2022-12-24;2022-12-27;485.42;145.63;AUTOMOTORES;AUTC-LPZ0000005
AUTI-SCZ0000242-2023;2023-03-16;2023-03-16;178.97;178.97;AUTOMOTORES;AUTI-SCZ0002195
AUTI-SCZ0000008-2023;2022-12-30;2022-12-30;814.48;244.34;AUTOMOTORES;AUTI-SCZ0001239
AUTI-LPZ0000053-2023;2023-02-03;2023-02-03;262.22;78.67;AUTOMOTORES;AUTI-LPZ0000714
AUTC-LPZ0000127-2023;2023-02-13;2023-02-14;284.02;85.21;AUTOMOTORES;AUTC-LPZ0000003
AUTI-LPZ0000247-2022;2022-11-18;2022-11-18;207.99;62.40;AUTOMOTORES;AUTI-LPZ0000731
AUTG-LPZ0000008-2023;2023-01-27;2023-01-30;194.43;58.33;AUTOMOTORES;AUTG-LPZ0000001
AUTI-LPZ0000051-2023;2023-01-26;2023-01-27;80.17;24.05;AUTOMOTORES;AUTI-LPZ0000336
AUTC-SCZ0000043-2023;2023-03-07;2023-03-07;269.61;80.88;AUTOMOTORES;AUTC-SCZ0000003
AUTC-LPZ0000179-2023;2023-02-28;2023-02-28;1043.38;1043.38;AUTOMOTORES;AUTC-LPZ0000001
AUTC-LPZ0000109-2023;2023-02-03;2023-02-03;151.80;45.54;AUTOMOTORES;AUTC-LPZ0000001
AUTI-SCZ0000204-2023;2023-03-05;2023-03-07;325.89;97.77;AUTOMOTORES;AUTI-SCZ0000752
AUTI-LPZ0000161-2024;2024-03-02;2024-03-02;816.07;816.07;AUTOMOTORES;AUTI-LPZ0002511
AUTC-LPZ0000493-2024;2024-02-15;2024-02-15;81.27;81.27;AUTOMOTORES;AUTC-LPZ0000003
AUTG-LPZ0000128-2024;2024-03-25;2024-03-25;456.56;456.56;AUTOMOTORES;AUTG-LPZ0000052
AUTC-LPZ0002354-2024;2024-07-02;2024-07-02;233.35;233.35;AUTOMOTORES;AUTC-LPZ0000003
AUTI-SCZ0001303-2024;2024-07-17;2024-07-17;354.46;354.46;AUTOMOTORES;AUTI-SCZ0002619R1
AUTC-LPZ0001954-2023;2023-12-05;2023-12-06;406.27;406.27;AUTOMOTORES;AUTC-LPZ0000001
AUTC-LPZ0001726-2024;2024-05-21;2024-05-21;898.25;898.25;AUTOMOTORES;AUTC-LPZ0000003
AUTI-LPZ0000457-2024;2024-05-18;2024-05-18;507.29;507.29;AUTOMOTORES;AUTI-LPZ0001818
AUTI-SCZ0001289-2024;2024-07-12;2024-07-12;608.75;608.75;AUTOMOTORES;AUTI-SCZ0007539
AUTC-LPZ0002588-2024;2024-07-20;2024-07-22;145.63;145.63;AUTOMOTORES;AUTC-LPZ0000003
AUTC-LPZ0002758-2024;2024-08-02;2024-08-05;1489.59;1489.59;AUTOMOTORES;AUTC-LPZ0000014
